#Gene_ID	Gene_symbol	description
ENSRNOG00000006293	Foxi1	forkhead box I1 [Source:RGD Symbol%3BAcc:1307421]
ENSRNOG00000032329	Fam196b	family with sequence similarity 196%2C member B [Source:RGD Symbol%3BAcc:2320105]
ENSRNOG00000006932	Dock2	dedicator of cytokinesis 2 [Source:RGD Symbol%3BAcc:1564189]
ENSRNOG00000047694	AABR07029272.1	--
ENSRNOG00000007292	Spdl1	spindle apparatus coiled-coil protein 1 [Source:RGD Symbol%3BAcc:1306908]
ENSRNOG00000057969	AABR07029275.1	--
ENSRNOG00000059399	AABR07029275.2	--
ENSRNOG00000030106	RGD1564698	similar to ribosomal protein S10 [Source:RGD Symbol%3BAcc:1564698]
ENSRNOG00000052816	AABR07029279.1	--
ENSRNOG00000007377	Slit3	slit guidance ligand 3 [Source:RGD Symbol%3BAcc:69311]
ENSRNOG00000035481	Mir218-2	microRNA 218-2 [Source:RGD Symbol%3BAcc:2325546]
ENSRNOG00000059829	AABR07029282.1	--
ENSRNOG00000007419	Pank3	pantothenate kinase 3 [Source:RGD Symbol%3BAcc:1310531]
ENSRNOG00000035503	Mir103a1	microRNA 103a-1 [Source:RGD Symbol%3BAcc:2325579]
ENSRNOG00000015303	Fbll1	fibrillarin-like 1 [Source:RGD Symbol%3BAcc:1562841]
ENSRNOG00000007739	Rars	arginyl-tRNA synthetase [Source:RGD Symbol%3BAcc:1309215]
ENSRNOG00000008065	Wwc1	WW and C2 domain containing 1 [Source:RGD Symbol%3BAcc:1308329]
ENSRNOG00000027341	Tenm2	teneurin transmembrane protein 2 [Source:RGD Symbol%3BAcc:727907]
ENSRNOG00000054997	AABR07029293.1	--
ENSRNOG00000048281	AABR07029310.1	--
ENSRNOG00000058556	AABR07029329.1	--
ENSRNOG00000028845	Ebf1	early B-cell factor 1 [Source:RGD Symbol%3BAcc:620953]
ENSRNOG00000055712	AABR07029351.1	--
ENSRNOG00000059751	AABR07029368.1	--
ENSRNOG00000056357	AABR07029377.1	--
ENSRNOG00000003177	Mat2b	methionine adenosyltransferase 2B [Source:RGD Symbol%3BAcc:1593534]
ENSRNOG00000059894	Hmmr	hyaluronan-mediated motility receptor [Source:RGD Symbol%3BAcc:2805]
ENSRNOG00000060914	Nudcd2	NudC domain containing 2 [Source:RGD Symbol%3BAcc:1307203]
ENSRNOG00000061173	AABR07029386.1	--
ENSRNOG00000003256	Ccng1	cyclin G1 [Source:RGD Symbol%3BAcc:2295]
ENSRNOG00000052059	AABR07029390.1	--
ENSRNOG00000058347	AABR07029391.1	--
ENSRNOG00000003241	Gabrg2	gamma-aminobutyric acid type A receptor gamma 2 subunit [Source:RGD Symbol%3BAcc:61966]
ENSRNOG00000044838	5S_rRNA	5S ribosomal RNA [Source:RFAM%3BAcc:RF00001]
ENSRNOG00000003512	Gabra1	gamma-aminobutyric acid type A receptor alpha1 subunit [Source:RGD Symbol%3BAcc:61855]
ENSRNOG00000055335	AABR07029410.1	--
ENSRNOG00000003569	Gabra6	gamma-aminobutyric acid type A receptor alpha 6 subunit [Source:RGD Symbol%3BAcc:61861]
ENSRNOG00000003680	Gabrb2	gamma-aminobutyric acid type A receptor beta 2 subunit [Source:RGD Symbol%3BAcc:2650]
ENSRNOG00000053479	AABR07029417.1	--
ENSRNOG00000054927	AABR07029418.1	--
ENSRNOG00000003781	Atp10b	ATPase phospholipid transporting 10B (putative) [Source:RGD Symbol%3BAcc:1565126]
ENSRNOG00000055125	AABR07029424.1	--
ENSRNOG00000060944	AABR07029442.1	--
ENSRNOG00000035466	Mir146a	microRNA 146a [Source:RGD Symbol%3BAcc:2325382]
ENSRNOG00000003802	Pttg1	pituitary tumor-transforming 1 [Source:RGD Symbol%3BAcc:68359]
ENSRNOG00000003822	Slu7	SLU7 homolog%2C splicing factor [Source:RGD Symbol%3BAcc:631432]
ENSRNOG00000003870	C1qtnf2	C1q and tumor necrosis factor related protein 2 [Source:RGD Symbol%3BAcc:1561041]
ENSRNOG00000056168	AABR07029451.1	--
ENSRNOG00000003893	Ccnjl	cyclin J-like [Source:RGD Symbol%3BAcc:1561384]
ENSRNOG00000058208	AABR07029452.1	--
ENSRNOG00000003902	Fabp6	fatty acid binding protein 6 [Source:RGD Symbol%3BAcc:2592]
ENSRNOG00000042335	Rn50_10_0291.1	--
ENSRNOG00000003936	Pwwp2a	PWWP domain containing 2A [Source:RGD Symbol%3BAcc:1305891]
ENSRNOG00000003980	Ttc1	tetratricopeptide repeat domain 1 [Source:RGD Symbol%3BAcc:1359604]
ENSRNOG00000060087	Adra1b	adrenoceptor alpha 1B [Source:RGD Symbol%3BAcc:2054]
ENSRNOG00000060998	AABR07029467.2	--
ENSRNOG00000053532	AABR07029467.1	--
ENSRNOG00000057519	AABR07029470.1	--
ENSRNOG00000058024	AABR07029470.2	--
ENSRNOG00000004380	Il12b	interleukin 12B [Source:RGD Symbol%3BAcc:628704]
ENSRNOG00000004477	Ublcp1	ubiquitin-like domain containing CTD phosphatase 1 [Source:RGD Symbol%3BAcc:1310386]
ENSRNOG00000004602	Rnf145	ring finger protein 145 [Source:RGD Symbol%3BAcc:1309561]
ENSRNOG00000051759	AABR07029489.1	--
ENSRNOG00000052198	AABR07029490.1	--
ENSRNOG00000061736	AABR07029491.1	--
ENSRNOG00000005406	Clint1	clathrin interactor 1 [Source:RGD Symbol%3BAcc:1303328]
ENSRNOG00000005450	Lsm11	LSM11%2C U7 small nuclear RNA associated [Source:RGD Symbol%3BAcc:1565523]
ENSRNOG00000005539	Thg1l	tRNA-histidine guanylyltransferase 1-like [Source:RGD Symbol%3BAcc:1359513]
ENSRNOG00000006098	Sox30	SRY box 30 [Source:RGD Symbol%3BAcc:1586382]
ENSRNOG00000061223	AABR07029501.1	--
ENSRNOG00000042980	Adam19	ADAM metallopeptidase domain 19 [Source:RGD Symbol%3BAcc:1585017]
ENSRNOG00000061927	AABR07029504.1	--
ENSRNOG00000006255	Nipal4	NIPA-like domain containing 4 [Source:RGD Symbol%3BAcc:1309452]
ENSRNOG00000056356	AABR07029505.1	--
ENSRNOG00000006557	Cyfip2	cytoplasmic FMR1 interacting protein 2 [Source:RGD Symbol%3BAcc:1305048]
ENSRNOG00000006549	Fndc9	fibronectin type III domain containing 9 [Source:RGD Symbol%3BAcc:2318580]
ENSRNOG00000006860	Itk	IL2-inducible T-cell kinase [Source:RGD Symbol%3BAcc:1311618]
ENSRNOG00000021425	Fam71b	family with sequence similarity 71%2C member B [Source:RGD Symbol%3BAcc:1563555]
ENSRNOG00000007053	Med7	mediator complex subunit 7 [Source:RGD Symbol%3BAcc:6494481]
ENSRNOG00000031443	Havcr2	hepatitis A virus cellular receptor 2 [Source:RGD Symbol%3BAcc:1305233]
ENSRNOG00000043422	LOC100359777	mCG12681-like [Source:RGD Symbol%3BAcc:2323463]
ENSRNOG00000058958	AABR07029517.1	--
ENSRNOG00000042265	LOC689968	similar to kidney injury molecule 1 [Source:RGD Symbol%3BAcc:1586332]
ENSRNOG00000043293	Dppa1	developmental pluripotency associated 1 [Source:RGD Symbol%3BAcc:1586325]
ENSRNOG00000021345	Timd2	T-cell immunoglobulin and mucin domain containing 2 [Source:RGD Symbol%3BAcc:1359571]
ENSRNOG00000007243	Havcr1	hepatitis A virus cellular receptor 1 [Source:RGD Symbol%3BAcc:708425]
ENSRNOG00000038894	Timd4	T-cell immunoglobulin and mucin domain containing 4 [Source:RGD Symbol%3BAcc:1564516]
ENSRNOG00000002372	Sgcd	sarcoglycan%2C delta [Source:RGD Symbol%3BAcc:1306638]
ENSRNOG00000053102	AABR07029526.1	--
ENSRNOG00000054952	AABR07029532.1	--
ENSRNOG00000054345	AABR07029535.1	--
ENSRNOG00000054619	AABR07029557.1	--
ENSRNOG00000052567	AABR07029559.1	--
ENSRNOG00000052620	Rack1	receptor for activated C kinase 1 [Source:RGD Symbol%3BAcc:69229]
ENSRNOG00000052660	AC109931.1	--
ENSRNOG00000060502	AC109931.4	--
ENSRNOG00000057012	AC109931.3	--
ENSRNOG00000002388	Trim41	tripartite motif-containing 41 [Source:RGD Symbol%3BAcc:1308885]
ENSRNOG00000055444	AC109931.2	--
ENSRNOG00000002469	Trim7	tripartite motif-containing 7 [Source:RGD Symbol%3BAcc:1307328]
ENSRNOG00000031138	Irgm	immunity-related GTPase M [Source:RGD Symbol%3BAcc:1305163]
ENSRNOG00000032396	RGD1559575	similar to novel protein [Source:RGD Symbol%3BAcc:1559575]
ENSRNOG00000002470	Ifi47	interferon gamma inducible protein 47 [Source:RGD Symbol%3BAcc:708470]
ENSRNOG00000047402	Olr1383	olfactory receptor 1383 [Source:RGD Symbol%3BAcc:1333300]
ENSRNOG00000050786	AC103024.2	--
ENSRNOG00000047001	Olr1384	olfactory receptor gene Olr1384 [Source:RGD Symbol%3BAcc:1586044]
ENSRNOG00000031313	AC103024.1	--
ENSRNOG00000046800	Olr1385	olfactory receptor 1385 [Source:RGD Symbol%3BAcc:1333024]
ENSRNOG00000046838	Olr1386	olfactory receptor 1386 [Source:RGD Symbol%3BAcc:1334353]
ENSRNOG00000048210	Tpcr12	putative olfactory receptor [Source:RGD Symbol%3BAcc:1589570]
ENSRNOG00000048793	LOC684471	similar to olfactory receptor 1394 [Source:RGD Symbol%3BAcc:1590296]
ENSRNOG00000046377	Btnl9	butyrophilin-like 9 [Source:RGD Symbol%3BAcc:1590287]
ENSRNOG00000051756	Zfp62	zinc finger protein 62 [Source:RGD Symbol%3BAcc:1560191]
ENSRNOG00000031208	Mgat1	mannosyl (alpha-1%2C3-)-glycoprotein beta-1%2C2-N-acetylglucosaminyltransferase [Source:RGD Symbol%3BAcc:620097]
ENSRNOG00000048858	Olr1387	olfactory receptor 1387 [Source:RGD Symbol%3BAcc:1333402]
ENSRNOG00000046425	Olr1388	olfactory receptor 1388 [Source:RGD Symbol%3BAcc:1333100]
ENSRNOG00000050601	Olr1389	olfactory receptor 1389 [Source:RGD Symbol%3BAcc:1332792]
ENSRNOG00000002486	AC133273.1	--
ENSRNOG00000045932	Olr1391	olfactory receptor 1391 [Source:RGD Symbol%3BAcc:1334152]
ENSRNOG00000046072	Olr1392	olfactory receptor 1392 [Source:RGD Symbol%3BAcc:1332722]
ENSRNOG00000047749	Olr1393	olfactory receptor 1393 [Source:RGD Symbol%3BAcc:1333419]
ENSRNOG00000047636	Olr1394	olfactory receptor 1394 [Source:RGD Symbol%3BAcc:1333571]
ENSRNOG00000046182	Olr1395	olfactory receptor 1395 [Source:RGD Symbol%3BAcc:1333858]
ENSRNOG00000052371	AABR07029563.1	--
ENSRNOG00000048331	Olr1396	olfactory receptor 1396 [Source:RGD Symbol%3BAcc:1333440]
ENSRNOG00000029739	Olr1397	olfactory receptor 1397 [Source:RGD Symbol%3BAcc:1334139]
ENSRNOG00000045940	Olr1398	olfactory receptor 1398 [Source:RGD Symbol%3BAcc:735025]
ENSRNOG00000049535	Olr1399	olfactory receptor 1399 [Source:RGD Symbol%3BAcc:1333732]
ENSRNOG00000033524	Olr1401	olfactory receptor 1401 [Source:RGD Symbol%3BAcc:1332806]
ENSRNOG00000046785	Col23a1	collagen%2C type XXIII%2C alpha 1 [Source:RGD Symbol%3BAcc:727898]
ENSRNOG00000048357	LOC103690164	5-phosphohydroxy-L-lysine phospho-lyase [Source:RGD Symbol%3BAcc:9104895]
ENSRNOG00000003645	Hnrnpab	heterogeneous nuclear ribonucleoprotein A/B [Source:RGD Symbol%3BAcc:69255]
ENSRNOG00000004247	Nhp2	NHP2 ribonucleoprotein [Source:RGD Symbol%3BAcc:1309435]
ENSRNOG00000047396	LOC103689927	protein RMD5 homolog B [Source:RGD Symbol%3BAcc:9131446]
ENSRNOG00000021731	N4bp3	Nedd4 binding protein 3 [Source:RGD Symbol%3BAcc:1308356]
ENSRNOG00000049062	Trappc2b	trafficking protein particle complex 2B [Source:RGD Symbol%3BAcc:6499350]
ENSRNOG00000056265	LOC103689920	uncharacterized LOC103689920 [Source:RGD Symbol%3BAcc:9221572]
ENSRNOG00000060143	AABR07029573.3	--
ENSRNOG00000002511	Flt4	fms-related tyrosine kinase 4 [Source:RGD Symbol%3BAcc:621737]
ENSRNOG00000002718	Scgb3a1	secretoglobin%2C family 3A%2C member 1 [Source:RGD Symbol%3BAcc:727901]
ENSRNOG00000054891	Cnot6	CCR4-NOT transcription complex%2C subunit 6 [Source:RGD Symbol%3BAcc:1310783]
ENSRNOG00000049032	AABR07029573.1	--
ENSRNOG00000057579	AABR07029573.2	--
ENSRNOG00000002810	Gfpt2	glutamine-fructose-6-phosphate transaminase 2 [Source:RGD Symbol%3BAcc:1303097]
ENSRNOG00000002823	Mapk9	mitogen-activated protein kinase 9 [Source:RGD Symbol%3BAcc:628847]
ENSRNOG00000035459	Mir336	microRNA 336 [Source:RGD Symbol%3BAcc:2325403]
ENSRNOG00000003005	Rasgef1c	RasGEF domain family%2C member 1C [Source:RGD Symbol%3BAcc:1311549]
ENSRNOG00000046330	Rnf130	ring finger protein 130 [Source:MGI Symbol%3BAcc:MGI:1891717]
ENSRNOG00000047385	rno-mir-340-1	rno-mir-340-1 [Source:miRBase%3BAcc:MI0000622]
ENSRNOG00000045609	rno-mir-340-1	rno-mir-340-1 [Source:miRBase%3BAcc:MI0000622]
ENSRNOG00000003050	Tbc1d9b	TBC1 domain family member 9B [Source:RGD Symbol%3BAcc:1310147]
ENSRNOG00000003068	RGD1564036	similar to RIKEN cDNA 3010026O09 [Source:RGD Symbol%3BAcc:1564036]
ENSRNOG00000003147	Sqstm1	sequestosome 1 [Source:RGD Symbol%3BAcc:69287]
ENSRNOG00000003235	Mgat4b	mannosyl (alpha-1%2C3-)-glycoprotein beta-1%2C4-N-acetylglucosaminyltransferase%2C isozyme B [Source:RGD Symbol%3BAcc:1562836]
ENSRNOG00000003244	Ltc4s	leukotriene C4 synthase [Source:RGD Symbol%3BAcc:620677]
ENSRNOG00000003268	Maml1	mastermind-like transcriptional coactivator 1 [Source:RGD Symbol%3BAcc:1308631]
ENSRNOG00000003343	Canx	calnexin [Source:RGD Symbol%3BAcc:2266]
ENSRNOG00000003395	Cby3	chibby homolog 3 (Drosophila) [Source:RGD Symbol%3BAcc:1594715]
ENSRNOG00000040383	AC115159.1	--
ENSRNOG00000003399	Hnrnph1	heterogeneous nuclear ribonucleoprotein H1 [Source:RGD Symbol%3BAcc:620840]
ENSRNOG00000003536	Rufy1	RUN and FYVE domain containing 1 [Source:RGD Symbol%3BAcc:1305099]
ENSRNOG00000059416	AC115159.2	--
ENSRNOG00000061484	Adamts2	ADAM metallopeptidase with thrombospondin type 1 motif%2C 2 [Source:RGD Symbol%3BAcc:1565950]
ENSRNOG00000041725	5S_rRNA	5S ribosomal RNA [Source:RFAM%3BAcc:RF00001]
ENSRNOG00000029205	Zfp354c	zinc finger protein 354C [Source:RGD Symbol%3BAcc:69405]
ENSRNOG00000030517	Zfp879	zinc finger protein 879 [Source:RGD Symbol%3BAcc:1563273]
ENSRNOG00000000233	Grm6	glutamate metabotropic receptor 6 [Source:RGD Symbol%3BAcc:2747]
ENSRNOG00000022971	Znf454	zinc finger protein 454 [Source:RGD Symbol%3BAcc:7529496]
ENSRNOG00000030750	Zfp2	zinc finger protein 2 [Source:RGD Symbol%3BAcc:1562610]
ENSRNOG00000029678	Zfp354b	zinc finger protein 354B [Source:MGI Symbol%3BAcc:MGI:1351476]
ENSRNOG00000003671	Prop1	PROP paired-like homeobox 1 [Source:RGD Symbol%3BAcc:628759]
ENSRNOG00000003668	Olr1404	olfactory receptor 1404 [Source:RGD Symbol%3BAcc:1334321]
ENSRNOG00000047313	Olr1405	olfactory receptor 1405 [Source:RGD Symbol%3BAcc:1334258]
ENSRNOG00000029930	Olr1406	olfactory receptor 1406 [Source:RGD Symbol%3BAcc:1333596]
ENSRNOG00000047056	Olr1407	olfactory receptor 1407 [Source:RGD Symbol%3BAcc:1333856]
ENSRNOG00000033559	LOC679794	similar to Cytochrome c%2C somatic [Source:RGD Symbol%3BAcc:1584748]
ENSRNOG00000047426	Olr1408	olfactory receptor 1408 [Source:RGD Symbol%3BAcc:1333846]
ENSRNOG00000047344	Olr1409	olfactory receptor 1409 [Source:RGD Symbol%3BAcc:1332843]
ENSRNOG00000032495	Olr1411	olfactory receptor 1411 [Source:RGD Symbol%3BAcc:1332794]
ENSRNOG00000057510	AABR07029591.1	--
ENSRNOG00000003634	Zfp354a	zinc finger protein 354A [Source:RGD Symbol%3BAcc:2967]
ENSRNOG00000057687	AC141334.3	--
ENSRNOG00000046457	AC141334.1	--
ENSRNOG00000052941	AC141334.2	--
ENSRNOG00000058960	AC141334.5	--
ENSRNOG00000022555	LOC497899	similar to hypothetical protein 4930503F14 [Source:RGD Symbol%3BAcc:1561674]
ENSRNOG00000003714	Clk4	CDC-like kinase 4 [Source:RGD Symbol%3BAcc:1310274]
ENSRNOG00000058789	AC141334.4	--
ENSRNOG00000003349	Col23a1	collagen%2C type XXIII%2C alpha 1 [Source:RGD Symbol%3BAcc:727898]
ENSRNOG00000047933	Phykpl	5-phosphohydroxy-L-lysine phospho-lyase [Source:RGD Symbol%3BAcc:2293818]
ENSRNOG00000046272	LOC103689931	heterogeneous nuclear ribonucleoprotein A/B [Source:RGD Symbol%3BAcc:9343685]
ENSRNOG00000049622	LOC103690013	H/ACA ribonucleoprotein complex subunit 2 [Source:RGD Symbol%3BAcc:9459675]
ENSRNOG00000047719	Rmnd5b	required for meiotic nuclear division 5 homolog B [Source:RGD Symbol%3BAcc:1559511]
ENSRNOG00000045965	LOC103689949	nedd4 binding protein 3 [Source:RGD Symbol%3BAcc:9427312]
ENSRNOG00000004419	Trappc2b	trafficking protein particle complex 2B [Source:RGD Symbol%3BAcc:6499350]
ENSRNOG00000004563	Sec24a	SEC24 homolog A%2C COPII coat complex component [Source:RGD Symbol%3BAcc:1309451]
ENSRNOG00000004820	Sar1b	secretion associated%2C Ras related GTPase 1B [Source:RGD Symbol%3BAcc:1305590]
ENSRNOG00000004956	Jade2	jade family PHD finger 2 [Source:RGD Symbol%3BAcc:1309152]
ENSRNOG00000055800	AC091229.2	--
ENSRNOG00000053018	AC091229.1	--
ENSRNOG00000005024	Cdkn2aipnl	CDKN2A interacting protein N-terminal like [Source:RGD Symbol%3BAcc:1308696]
ENSRNOG00000005064	LOC103694902	ubiquitin-conjugating enzyme E2 B [Source:RGD Symbol%3BAcc:9295755]
ENSRNOG00000059485	Cdkl3	cyclin-dependent kinase-like 3 [Source:RGD Symbol%3BAcc:619874]
ENSRNOG00000005389	Ppp2ca	protein phosphatase 2 catalytic subunit alpha [Source:RGD Symbol%3BAcc:3380]
ENSRNOG00000046717	AC130253.1	--
ENSRNOG00000005821	RGD1306484	similar to growth and transformation-dependent protein [Source:RGD Symbol%3BAcc:1306484]
ENSRNOG00000005828	Skp1	S-phase kinase-associated protein 1 [Source:RGD Symbol%3BAcc:1359648]
ENSRNOG00000058244	AC130253.2	--
ENSRNOG00000005872	Tcf7	transcription factor 7 (T-cell specific%2C HMG-box) [Source:RGD Symbol%3BAcc:1305894]
ENSRNOG00000006375	Vdac1	voltage-dependent anion channel 1 [Source:RGD Symbol%3BAcc:621575]
ENSRNOG00000006148	RGD1310352	similar to HTGN29 protein%3B keratinocytes associated transmembrane protein 2 [Source:RGD Symbol%3BAcc:1310352]
ENSRNOG00000032825	Rpl30	ribosomal protein L30 [Source:RGD Symbol%3BAcc:621201]
ENSRNOG00000060925	AABR07072106.1	--
ENSRNOG00000006565	Fstl4	follistatin-like 4 [Source:RGD Symbol%3BAcc:1307227]
ENSRNOG00000054866	AC126640.1	--
ENSRNOG00000016596	Hspa4	heat shock protein family A member 4 [Source:RGD Symbol%3BAcc:628878]
ENSRNOG00000006943	Zcchc10	zinc finger CCHC-type containing 10 [Source:RGD Symbol%3BAcc:1308149]
ENSRNOG00000006965	Aff4	AF4/FMR2 family%2C member 4 [Source:RGD Symbol%3BAcc:1311694]
ENSRNOG00000007218	Leap2	liver-expressed antimicrobial peptide 2 [Source:RGD Symbol%3BAcc:1561235]
ENSRNOG00000048174	Uqcrq	ubiquinol-cytochrome c reductase%2C complex III subunit VII [Source:RGD Symbol%3BAcc:1562350]
ENSRNOG00000007301	Gdf9	growth differentiation factor 9 [Source:RGD Symbol%3BAcc:71038]
ENSRNOG00000054779	AC114017.1	--
ENSRNOG00000007431	Shroom1	shroom family member 1 [Source:RGD Symbol%3BAcc:1308066]
ENSRNOG00000061210	AC114017.2	--
ENSRNOG00000060061	Sowaha	sosondowah ankyrin repeat domain family member A [Source:RGD Symbol%3BAcc:1564616]
ENSRNOG00000007462	Sept8	septin 8 [Source:RGD Symbol%3BAcc:1308449]
ENSRNOG00000007515	Kif3a	kinesin family member 3a [Source:RGD Symbol%3BAcc:621536]
ENSRNOG00000007624	Il4	interleukin 4 [Source:RGD Symbol%3BAcc:2898]
ENSRNOG00000007652	Il13	interleukin 13 [Source:RGD Symbol%3BAcc:68949]
ENSRNOG00000033065	Rad50	RAD50 double strand break repair protein [Source:RGD Symbol%3BAcc:621542]
ENSRNOG00000008111	Il5	interleukin 5 [Source:RGD Symbol%3BAcc:2900]
ENSRNOG00000052501	AC135771.1	--
ENSRNOG00000008144	Irf1	interferon regulatory factor 1 [Source:RGD Symbol%3BAcc:2920]
ENSRNOG00000008432	Slc22a5	solute carrier family 22 member 5 [Source:RGD Symbol%3BAcc:3702]
ENSRNOG00000046195	Slc22a4	solute carrier family 22 member 4 [Source:RGD Symbol%3BAcc:621149]
ENSRNOG00000050794	Pdlim4	PDZ and LIM domain 4 [Source:RGD Symbol%3BAcc:3575]
ENSRNOG00000053338	AABR07029598.1	--
ENSRNOG00000033663	P4ha2	prolyl 4-hydroxylase subunit alpha 2 [Source:RGD Symbol%3BAcc:1309673]
ENSRNOG00000026805	Csf2	colony stimulating factor 2 [Source:RGD Symbol%3BAcc:621065]
ENSRNOG00000026786	Il3	interleukin 3 [Source:RGD Symbol%3BAcc:2897]
ENSRNOG00000026745	Acsl6	acyl-CoA synthetase long-chain family member 6 [Source:RGD Symbol%3BAcc:69403]
ENSRNOG00000026596	Meikin	meiotic kinetochore factor [Source:RGD Symbol%3BAcc:1566120]
ENSRNOG00000052684	AABR07029605.1	--
ENSRNOG00000009104	Fnip1	folliculin interacting protein 1 [Source:RGD Symbol%3BAcc:2318339]
ENSRNOG00000009995	Rapgef6	Rap guanine nucleotide exchange factor 6 [Source:RGD Symbol%3BAcc:1307645]
ENSRNOG00000042449	LOC100362023	CDC42 small effector 2-like [Source:RGD Symbol%3BAcc:2318957]
ENSRNOG00000049333	AABR07029608.1	--
ENSRNOG00000060220	AABR07029608.2	--
ENSRNOG00000045961	Lyrm7	LYR motif containing 7 [Source:RGD Symbol%3BAcc:1596391]
ENSRNOG00000000622	Hint1	histidine triad nucleotide binding protein 1 [Source:RGD Symbol%3BAcc:1593411]
ENSRNOG00000052564	Gpx3	glutathione peroxidase 3 [Source:RGD Symbol%3BAcc:69224]
ENSRNOG00000010370	Tnip1	TNFAIP3 interacting protein 1 [Source:RGD Symbol%3BAcc:1309380]
ENSRNOG00000010668	Anxa6	annexin A6 [Source:RGD Symbol%3BAcc:621172]
ENSRNOG00000032531	AC093965.1	--
ENSRNOG00000056321	AC093965.2	--
ENSRNOG00000032902	Ybx1-ps3	Y box protein 1 related%2C pseudogene 3 [Source:RGD Symbol%3BAcc:1590933]
ENSRNOG00000021370	Ccdc69	coiled-coil domain containing 69 [Source:RGD Symbol%3BAcc:1562251]
ENSRNOG00000052219	Gm2a	GM2 ganglioside activator [Source:RGD Symbol%3BAcc:628651]
ENSRNOG00000021310	Slc36a3	solute carrier family 36%2C member 3 [Source:RGD Symbol%3BAcc:1309092]
ENSRNOG00000011892	Slc36a2	solute carrier family 36 member 2 [Source:RGD Symbol%3BAcc:620492]
ENSRNOG00000012356	Slc36a1	solute carrier family 36 member 1 [Source:RGD Symbol%3BAcc:619801]
ENSRNOG00000012575	Fat2	FAT atypical cadherin 2 [Source:RGD Symbol%3BAcc:620656]
ENSRNOG00000057356	AABR07072112.1	--
ENSRNOG00000054996	AC127919.1	--
ENSRNOG00000012840	Sparc	secreted protein acidic and cysteine rich [Source:RGD Symbol%3BAcc:3742]
ENSRNOG00000013118	Atox1	antioxidant 1 copper chaperone [Source:RGD Symbol%3BAcc:621684]
ENSRNOG00000013186	G3bp1	G3BP stress granule assembly factor 1 [Source:RGD Symbol%3BAcc:621140]
ENSRNOG00000060616	AC127919.2	--
ENSRNOG00000013588	Glra1	glycine receptor%2C alpha 1 [Source:RGD Symbol%3BAcc:2704]
ENSRNOG00000038478	RGD1563668	similar to High mobility group protein 1 (HMG-1) [Source:RGD Symbol%3BAcc:1563668]
ENSRNOG00000051730	AABR07029613.1	--
ENSRNOG00000059529	AABR07029617.1	--
ENSRNOG00000014081	Nmur2	neuromedin U receptor 2 [Source:RGD Symbol%3BAcc:621155]
ENSRNOG00000027803	LOC102552619	uncharacterized LOC102552619 [Source:RGD Symbol%3BAcc:7567332]
ENSRNOG00000038474	RGD1561017	similar to hypothetical protein 4930474N05 [Source:RGD Symbol%3BAcc:1561017]
ENSRNOG00000057177	AABR07029634.4	--
ENSRNOG00000056623	AABR07029634.3	--
ENSRNOG00000056352	AABR07029634.2	--
ENSRNOG00000055975	AABR07029634.1	--
ENSRNOG00000055095	AABR07029636.1	--
ENSRNOG00000058124	AABR07029639.1	--
ENSRNOG00000045816	Gria1	glutamate ionotropic receptor AMPA type subunit 1 [Source:RGD Symbol%3BAcc:621531]
ENSRNOG00000002423	Fam114a2	family with sequence similarity 114%2C member A2 [Source:RGD Symbol%3BAcc:1305362]
ENSRNOG00000002443	Mfap3	microfibrillar-associated protein 3 [Source:RGD Symbol%3BAcc:1359463]
ENSRNOG00000002488	Galnt10	polypeptide N-acetylgalactosaminyltransferase 10 [Source:RGD Symbol%3BAcc:69409]
ENSRNOG00000035171	5S_rRNA	5S ribosomal RNA [Source:RFAM%3BAcc:RF00001]
ENSRNOG00000002575	Sap30l	SAP30-like [Source:RGD Symbol%3BAcc:1309585]
ENSRNOG00000002582	Hand1	heart and neural crest derivatives expressed 1 [Source:RGD Symbol%3BAcc:621206]
ENSRNOG00000059234	AABR07072115.1	--
ENSRNOG00000031544	Larp1	La ribonucleoprotein domain family%2C member 1 [Source:RGD Symbol%3BAcc:1306683]
ENSRNOG00000027259	Faxdc2	fatty acid hydroxylase domain containing 2 [Source:RGD Symbol%3BAcc:1586284]
ENSRNOG00000002630	Cnot8	CCR4-NOT transcription complex%2C subunit 8 [Source:RGD Symbol%3BAcc:1306401]
ENSRNOG00000002645	Gemin5	gem (nuclear organelle) associated protein 5 [Source:RGD Symbol%3BAcc:1586275]
