#Gene_ID	Gene_symbol
gene0	Vom2r4
gene7066	Mrrf
gene7067	Ptgs1
gene7068	RGD1561766
gene7069	Olr393-ps
gene7070	Olr394-ps
gene7071	Olr395
gene7072	Olr396
gene7073	Klf5-ps1
gene7074	Olr397
gene7075	Olr398
gene7076	Olr399
gene7077	Olr400
gene7078	Olr401
gene7079	Olr402
gene7080	Olr403
gene7081	Olr404
gene7082	Olr405-ps
gene7083	Olr406
gene7084	Olr407
gene7085	Olr408
gene7086	Olr409
gene7087	Olr410
gene7088	Olr411
gene7089	Olr412-ps
gene7090	Olr413
gene7091	Olr414
gene7092	Olr415
gene7093	Olr416
gene7094	Olr417
gene7095	Olr418
gene7096	Olr419
gene7097	Olr420
gene7098	Olr421
gene7099	Olr422
gene7100	Olr423
gene7101	Olr424
gene7102	Olr425
gene7103	Olr427
gene7104	Olr428
gene7105	Olr429
gene7106	LOC690140
gene7107	Olr431-ps
gene7108	LOC100364629
gene7109	Olr433-ps
gene7110	Olr434
gene7111	LOC690155
gene7112	LOC366027
gene7113	LOC502623
gene7114	LOC103691797
gene7115	LOC690933
gene7116	LOC100361052
gene7117	LOC690381
gene7118	LOC100361009
gene7119	LOC102550705
gene7120	LOC100360848
gene7121	LOC502837
gene7122	LOC500192
gene7123	LOC102557139
gene7124	LOC500189
gene7125	LOC103691772
gene7126	LOC102551491
gene7127	LOC690884
gene7128	LOC502834
gene7129	LOC100364707
gene7130	RGD1563231
gene7131	RGD1564696
gene7132	LOC502826
gene7133	LOC690819
gene7134	LOC690813
gene7135	LOC502825
gene7136	RGD1565463
gene7137	LOC103691799
gene7138	LOC690794
gene7139	LOC103691800
gene7140	LOC690786
gene7141	LOC690781
gene7142	LOC502823
gene7143	LOC100365438
gene7144	LOC502822
gene7145	LOC100365500
gene7146	LOC690754
gene7147	LOC502821
gene7148	RGD1564462
gene7149	LOC690737
gene7150	RGD1563602
gene7151	Igkv28
gene7152	LOC502818
gene7153	LOC102553449
gene7154	LOC498750
gene7155	LOC690689
gene7156	LOC102555123
gene7157	LOC103691802
gene7158	LOC500184
gene7159	LOC502817
gene7160	LOC102554660
gene7161	LOC100362515
gene7162	LOC690656
gene7163	LOC102554848
gene7164	LOC103690348
gene7165	LOC502815
gene7166	LOC102556862
gene7167	LOC102554934
gene7168	RGD1565546
gene7169	RGD1564381
gene7170	LOC102556911
gene7171	LOC100366057
gene7172	LOC502813
gene7173	LOC500181
gene7174	LOC502812
gene7175	RGD1563500
gene7176	LOC502809
gene7177	LOC102549260
gene7178	LOC500180
gene7179	LOC100361705
gene7180	LOC690539
gene7181	LOC690532
gene7182	LOC690527
gene7183	LOC690522
gene7184	LOC690509
gene7185	LOC690499
gene7186	LOC690487
gene7187	LOC102553480
gene7188	RGD1564476
gene7189	LOC690471
gene7190	LOC690461
gene7191	LOC102556171
gene7192	LOC690580
gene7193	LOC690417
gene7194	LOC100360968
gene7195	LOC103695159
gene7196	LOC102549763
gene7197	LOC102551297
gene7198	RGD1563433
gene7199	LOC102551399
gene7200	LOC102551492
gene7201	LOC102549952
gene7202	LOC102547780
gene7203	LOC500174
gene7204	LOC500175
gene7205	LOC102547982
gene7206	LOC100363282
gene7207	LOC100364505
gene7208	LOC103691804
gene7209	RGD1565269
gene7210	LOC690302
gene7211	LOC502801
gene7212	LOC102550806
gene7213	LOC690275
gene7214	LOC502799
gene7215	LOC102552747
gene7216	LOC690259
gene7217	LOC690255
gene7218	LOC102548737
gene7219	LOC502796
gene7220	LOC500169
gene7221	LOC102552133
gene7222	LOC690273
gene7223	Pdcl
gene7224	LOC102557127
gene7225	LOC502624
gene7226	Rc3h2
gene7227	Zbtb6
gene7228	Zbtb26
gene7229	Rabgap1
gene7230	Gpr21
gene7231	LOC103691775
gene7232	Strbp
gene7233	RGD1561137
gene7234	Crb2
gene7235	Dennd1a
gene7236	LOC103691776
gene7237	Lhx2
gene7238	Nek6
gene7239	Psmb7
gene7240	LOC690401
gene7241	LOC100362149
gene7242	Nr5a1
gene7243	LOC102554503
gene7244	Nr6a1
gene7245	LOC102554311
gene7246	Mir181a2
gene7247	Mir181b2
gene7248	LOC102554156
gene7249	Olfml2a
gene7250	LOC102554600
gene7251	Wdr38
gene7252	Rpl35
gene7253	Arpc5l
gene7254	Golga1
gene7255	LOC102546322
gene7256	Scai
gene7257	Ppp6c
gene7258	LOC366036
gene7259	LOC102546443
gene7260	LOC682358
gene7261	LOC362126
gene7262	LOC103691777
gene7263	LOC100363342
gene7264	LOC103690196
gene7265	LOC100363399
gene7266	LOC103691805
gene7267	LOC100362366
gene7268	LOC102547684
gene7269	LOC100359417
gene7270	RGD1561736
gene7271	Lrp1b
gene7272	LOC103691806
gene7273	LOC690655
gene7274	Kynu
gene7275	LOC102547849
gene7276	Arhgap15
gene7277	Gtdc1
gene7278	LOC103691778
gene7279	Zeb2
gene7280	LOC103691779
gene7281	LOC102548299
gene7282	LOC102548208
gene7283	LOC102548385
gene7284	LOC102548671
gene7285	LOC102548738
gene7286	LOC103690391
gene7287	LOC103691780
gene7288	LOC103691781
gene7289	LOC102548934
gene7290	LOC103691785
gene7291	LOC100360268
gene7292	LOC100359959
gene7293	LOC103691783
gene7294	LOC690840
gene7295	Olr435-ps
gene7296	Max-ps1
gene7297	LOC102553346
gene7298	LOC103691807
gene7299	Acvr2a
gene7300	Orc4
gene7301	LOC103695160
gene7302	Mbd5
gene7303	Epc2
gene7304	Kif5c
gene7305	LOC102556679
gene7306	Lypd6b
gene7307	Ns5atp4
gene7308	Lypd6
gene7309	LOC102555238
gene7310	Trnav-aac
gene7311	LOC102555146
gene7312	LOC679581
gene7313	Mmadhc
gene7314	LOC102555425
gene7315	LOC103691786
gene7316	LOC102555518
gene7317	LOC103695162
gene7318	LOC499796
gene7319	LOC103691787
gene7320	LOC102555597
gene7321	Rnd3
gene7322	Tas2r134
gene7323	LOC103695164
gene7324	LOC103691788
gene7325	Rbm43
gene7326	Cct8-ps2
gene7327	LOC100363814
gene7328	Nmi
gene7329	LOC502627
gene7330	Tnfaip6
gene7331	Rif1
gene7332	Neb
gene7333	RGD1563584
gene7334	Arl5a
gene7335	Cacnb4
gene7336	LOC103691789
gene7337	LOC103691808
gene7338	Stam2
gene7339	RGD1564306
gene7340	RGD1560248
gene7341	Prpf40a
gene7342	Arl6ip6
gene7343	LOC103691790
gene7344	LOC103691809
gene7345	LOC295611
gene7346	LOC102551367
gene7347	Rprm
gene7348	LOC680140
gene7349	Galnt13
gene7350	LOC103691791
gene7351	LOC103691792
gene7352	LOC679905
gene7353	Kcnj3
gene7354	LOC100362672
gene7355	LOC102552919
gene7356	LOC103691793
gene7357	LOC102552719
gene7358	LOC102552656
gene7359	Nr4a2
gene7360	Trnaa-cgc
gene7361	Trnag-gcc
gene7362	Gpd2
gene7363	LOC366056
gene7364	LOC100912299
gene7365	Galnt5
gene7366	Ermn
gene7367	Cytip
gene7368	LOC102555754
gene7369	LOC103691810
gene7370	Acvr1c
gene7371	Acvr1
gene7372	LOC103691813
gene7373	LOC102555913
gene7374	LOC100364159
gene7375	Gapdh-ps1
gene7376	LOC102556145
gene7377	Upp2
gene7378	Ccdc148
gene7379	LOC102556209
gene7380	Pkp4
gene7381	LOC103691811
gene7382	Dapl1
gene7383	LOC102546943
gene7384	Tanc1
gene7385	Wdsub1
gene7386	Baz2b
gene7387	LOC100361645
gene7388	LOC102551618
gene7389	March7
gene7390	Cd302
gene7391	Mir6216
gene7392	Ly75
gene7393	Pla2r1
gene7394	Atg4al1
gene7395	Psmd10
gene7396	Vsig1
gene7397	LOC103695166
gene7398	LOC103690400
gene7399	LOC103695165
gene7400	Mid2
gene7401	LOC103690288
gene7402	Tsc22d3
gene7403	Prps1
gene7404	LOC103690320
gene7405	Pih1d3
gene7406	Nup62cl
gene7407	Rbm41
gene7408	LOC103690285
gene7409	Morc4
gene7410	Cldn2
gene7411	LOC103690346
gene7412	LOC678942
gene7413	Tbc1d8b
gene7414	Rnf128
gene7415	Itgb6
gene7416	LOC102551550
gene7417	Rbms1
gene7418	LOC311067
gene7419	Tank
gene7420	Psmd14
gene7421	LOC103691831
gene7422	Tbr1
gene7423	RGD1566198
gene7424	Slc4a10
gene7425	LOC102549658
gene7426	LOC103695167
gene7427	Dpp4
gene7428	LOC103691814
gene7429	Gcg
gene7430	Fap
gene7431	Ifih1
gene7432	Gca
gene7433	LOC102548992
gene7434	Kcnh7
gene7435	LOC102549732
gene7436	Fign
gene7437	LOC681242
gene7438	Grb14
gene7439	LOC102552585
gene7440	LOC100911508
gene7441	Cobll1
gene7442	Slc38a11
gene7443	LOC102553383
gene7444	Scn3a
gene7445	Scn2a1
gene7446	Csrnp3
gene7447	Galnt3
gene7448	Ttc21b
gene7449	Scn1a
gene7450	Scn9a
gene7451	LOC102554446
gene7452	Scn7a
gene7453	RGD1560831
gene7454	LOC100912692
gene7455	LOC685034
gene7456	LOC102553976
gene7457	Xirp2
gene7458	LOC103695168
gene7459	B3galt1
gene7460	Stk39
gene7461	LOC311105
gene7462	LOC685184
gene7463	LOC103695169
gene7464	LOC102557583
gene7465	LOC103695170
gene7466	LOC103690367
gene7467	LOC685215
gene7468	RGD1564400
gene7469	Cers6
gene7470	LOC366068
gene7471	Nostrin
gene7472	Spc25
gene7473	LOC681817
gene7474	Abcb11
gene7475	Dhrs9
gene7476	Lrp2
gene7477	LOC102550670
gene7478	Bbs5
gene7479	Klhl41
gene7480	Fastkd1
gene7481	Ppig
gene7482	Ddit4l2
gene7483	Ccdc173
gene7484	Phospho2
gene7485	Klhl23
gene7486	Ssb
gene7487	Mettl5
gene7488	Ubr3
gene7489	Myo3b
gene7490	Sp5
gene7491	Erich2
gene7492	LOC103691815
gene7493	Gad1
gene7494	Gorasp2
gene7495	Tlk1
gene7496	LOC366071
gene7497	RGD1565767
gene7498	Mettl8
gene7499	LOC102548511
gene7500	Dcaf17
gene7501	Cybrd1
gene7502	Dync1i2
gene7503	Slc25a12
gene7504	Hat1
gene7505	LOC102549016
gene7506	Metap1d
gene7507	Dlx1
gene7508	LOC100910518
gene7509	Dlx2
gene7510	LOC102549214
gene7511	LOC102555148
gene7512	LOC103691816
gene7513	LOC100361132
gene7514	Itga6
gene7515	Pdk1
gene7516	Rapgef4
gene7517	LOC103695171
gene7518	Zak
gene7519	LOC102555296
gene7520	Cdca7
gene7521	LOC100359840
gene7522	LOC102556671
gene7523	Eno1-ps1
gene7524	LOC103691817
gene7525	Ndufa7l
gene7526	LOC102555817
gene7527	LOC103691818
gene7528	RGD1563716
gene7529	LOC103691819
gene7530	Sp3
gene7531	LOC103691820
gene7532	LOC102546819
gene7533	Ola1
gene7534	LOC103695172
gene7535	LOC103691821
gene7536	Sp9
gene7537	Cir1
gene7538	Scrn3
gene7539	Gpr155
gene7540	Wipf1
gene7541	Chrna1
gene7542	LOC102552170
gene7543	Chn1
gene7544	LOC102553348
gene7545	Atf2
gene7546	Atp5g3
gene7547	LOC103691823
gene7548	LOC102552809
gene7549	LOC688891
gene7550	LOC102553063
gene7551	LOC102553552
gene7552	Lnp
gene7553	LOC100364636
gene7554	LOC502637
gene7555	Evx2
gene7556	Hoxd13
gene7557	Hoxd12
gene7558	LOC102553842
gene7559	Hoxd10
gene7560	Hoxd9
gene7561	LOC100912936
gene7562	Hoxd4
gene7563	Mir10b
gene7564	Hoxd3
gene7565	LOC103691824
gene7566	Hoxd1
gene7567	Mtx2
gene7568	LOC102553948
gene7569	LOC102554010
gene7570	LOC102554395
gene7571	LOC102554564
gene7572	Hnrnpa3
gene7573	Nfe2l2
gene7574	LOC102555850
gene7575	LOC103691825
gene7576	Agps
gene7577	Ttc30b
gene7578	Ttc30a1
gene7579	Ttc30a
gene7580	Pde11a
gene7581	Cyct
gene7582	LOC678730
gene7583	Rbm45
gene7584	Osbpl6
gene7585	Prkra
gene7586	Dfnb59
gene7587	Fkbp7
gene7588	Plekha3
gene7589	Ttn
gene7590	LOC103691832
gene7591	LOC103691826
gene7592	Ccdc141
gene7593	Sestd1
gene7594	LOC100910096
gene7595	Zfp385b
gene7596	LOC102553814
gene7597	LOC103691828
gene7598	Cwc22
gene7599	LOC295681
gene7600	LOC679740
gene7601	LOC366085
gene7602	RGD1564319
gene7603	LOC102557520
gene7604	Ube2e3
gene7605	LOC102552587
gene7606	LOC103691829
gene7607	LOC102552685
gene7608	Itga4
gene7609	Cerkl
gene7610	LOC102553021
gene7611	Neurod1
gene7612	LOC102553121
gene7613	LOC103691830
gene7614	Ssfa2
gene7615	Ppp1r1c
gene7616	Pde1a
gene7617	LOC103691836
gene7618	Dnajc10
gene7619	Frzb
gene7620	LOC102547721
gene7621	Nckap1
gene7622	Dusp19
gene7623	Nup35
gene7624	LOC102547850
gene7625	LOC100362956
gene7626	Zfp804a
gene7627	LOC103691840
gene7628	LOC102557095
gene7629	LOC103691841
gene7630	Fsip2
gene7631	LOC295698
gene7632	LOC680379
gene7633	LOC100910935
gene7634	Zc3h15
gene7635	LOC102548277
gene7636	Itgav
gene7637	Fam171b
gene7638	LOC102548485
gene7639	Zswim2
gene7640	Trnap-agg
gene7641	LOC499823
gene7642	LOC100912623
gene7643	LOC100909421
gene7644	LOC680514
gene7645	Calcrl
gene7646	LOC680546
gene7647	Tfpi
gene7648	LOC103691838
gene7649	LOC103695173
gene7650	Ctnnd1
gene7651	Btbd18
gene7652	RGD1563348
gene7653	Tmx2
gene7654	Med19
gene7655	Zdhhc5
gene7656	Clp1
gene7657	Ypel4
gene7658	Mir130a
gene7659	Mir3590
gene7660	Serping1
gene7661	Ube2l6
gene7662	Smtnl1
gene7663	Timm10
gene7664	Slc43a1
gene7665	LOC102554396
gene7666	Rtn4rl2
gene7667	LOC102556548
gene7668	Slc43a3
gene7669	LOC366097
gene7670	Prg2
gene7671	Prg3
gene7672	P2rx3
gene7673	Ssrp1
gene7674	Tnks1bp1
gene7675	Aplnr
gene7676	LOC102554972
gene7677	Lrrc55
gene7678	Olr436
gene7679	Olr437-ps
gene7680	Olr438-ps
gene7681	Olr439
gene7682	Olr440
gene7683	Olr441
gene7684	Olr442
gene7685	LOC680873
gene7686	RGD1311224
gene7687	Olr443
gene7688	Olr444
gene7689	Olr445
gene7690	Olr446
gene7691	Olr447
gene7692	Olr448
gene7693	Olr449-ps
gene7694	Olr450
gene7695	Olr452-ps
gene7696	Olr453
gene7697	Olr454
gene7698	Olr455
gene7699	Olr456
gene7700	Olr457-ps
gene7701	Olr458
gene7702	Olr459
gene7703	Olr460-ps
gene7704	Olr461
gene7705	Olr462
gene7706	Olr463
gene7707	Olr464
gene7708	Olr465
gene7709	Olr466
gene7710	Olr467-ps
gene7711	Olr468
gene7712	Olr469
gene7713	LOC684683
gene7714	Olr470
gene7715	Olr471
gene7716	Olr472
gene7717	Olr473
gene7718	Olr475
gene7719	Olr476
gene7720	Olr477
gene7721	Olr478-ps
gene7722	Olr479
gene7723	Olr480
gene7724	Olr481
gene7725	Olr482
gene7726	Olr483
gene7727	Olr484
gene7728	Olr485
gene7729	Olr486
gene7730	Olr487-ps
gene7731	Olr488
gene7732	Olr489-ps
gene7733	Olr490
gene7734	Olr491
gene7735	Olr492-ps
gene7736	Olr493
gene7737	Olr494-ps
gene7738	Olr495
gene7739	LOC100912505
gene7740	Olr497-ps
gene7741	LOC102546972
gene7742	Olr499
gene7743	Olr500
gene7744	Olr501-ps
gene7745	Olr502
gene7746	Olr503-ps
gene7747	Olr505
gene7748	Olr506-ps
gene7749	LOC100359701
gene7750	Olr507
gene7751	Olr508
gene7752	Olr509-ps
gene7753	Olr510
gene7754	Olr511-ps
gene7755	Olr512-ps
gene7756	Olr513
gene7757	Olr514
gene7758	Olr515
gene7759	Olr516
gene7760	Olr517
gene7761	Olr518
gene7762	Olr519
gene7763	Olr520
gene7764	Olr523-ps
gene7765	LOC100359810
gene7766	Olr522
gene7767	Olr524-ps
gene7768	Olr525-ps
gene7769	Olr526
gene7770	Olr527
gene7771	Olr528
gene7772	Olr529
gene7773	Olr530
gene7774	Olr531
gene7775	Olr532
gene7776	Olr533
gene7777	Olr534-ps
gene7778	Olr535
gene7779	Olr536
gene7780	LOC100912951
gene7781	Olr537
gene7782	Olr538-ps
gene7783	Olr539
gene7784	Olr540
gene7785	Olr541
gene7786	Olr542
gene7787	Olr543-ps
gene7788	Olr544
gene7789	LOC103691842
gene7790	Olr546
gene7791	Olr547-ps
gene7792	Olr548-ps
gene7793	Olr549-ps
gene7794	Olr550
gene7795	Olr551
gene7796	Olr552
gene7797	Olr553-ps
gene7798	Olr554
gene7799	Olr555
gene7800	Olr556
gene7801	Olr557
gene7802	Olr558
gene7803	Olr559
gene7804	LOC685743
gene7805	Olr560
gene7806	LOC685772
gene7807	Olr561
gene7808	Olr562
gene7809	Olr563
gene7810	Olr564-ps
gene7811	Olr565-ps
gene7812	Olr566
gene7813	Pramel7
gene7814	Pramel6
gene7815	Olr567
gene7816	Olr569
gene7817	Olr570-ps
gene7818	Olr571-ps
gene7819	Olr572-ps
gene7820	LOC100361457
gene7821	LOC100360176
gene7822	Olr573-ps
gene7823	Olr574-ps
gene7824	Olr575
gene7825	Olr576
gene7826	Olr577
gene7827	Olr578
gene7828	Olr579-ps
gene7829	Olr580-ps
gene7830	Olr581
gene7831	Olr582
gene7832	Olr583
gene7833	Olr584
gene7834	Olr585-ps
gene7835	Olr586
gene7836	LOC502650
gene7837	Olr587
gene7838	Olr588
gene7839	Olr589-ps
gene7840	Olr590
gene7841	Olr591-ps
gene7842	Olr592
gene7843	Olr593-ps
gene7844	Olr594
gene7845	Olr595
gene7846	Olr596
gene7847	Olr597
gene7848	Olr598
gene7849	LOC686641
gene7850	Olr600-ps
gene7851	Olr601
gene7852	Olr602
gene7853	LOC102555599
gene7854	Olr603-ps
gene7855	Olr604
gene7856	Olr605-ps
gene7857	LOC686677
gene7858	LOC686683
gene7859	LOC686692
gene7860	LOC100365887
gene7861	Olr606
gene7862	Olr607
gene7863	Olr608
gene7864	Olr609
gene7865	Olr610
gene7866	Olr611
gene7867	Olr612-ps
gene7868	Olr613
gene7869	Olr614
gene7870	LOC688657
gene7871	Olr616-ps
gene7872	Olr617-ps
gene7873	LOC688691
gene7874	Olr619
gene7875	Olr620-ps
gene7876	Olr623
gene7877	Olr622-ps
gene7878	Olr621
gene7879	Olr624
gene7880	Olr625
gene7881	Olr626-ps
gene7882	Olr627-ps
gene7883	Olr628-ps
gene7884	Olr629
gene7885	Olr630
gene7886	Olr631
gene7887	Olr632-ps
gene7888	Olr633
gene7889	Olr634
gene7890	Olr635
gene7891	LOC103690355
gene7892	LOC100910602
gene7893	Olr639
gene7894	Olr640
gene7895	Olr641
gene7896	Olr642-ps
gene7897	Olr643-ps
gene7898	Olr644-ps
gene7899	Olr645-ps
gene7900	Olr646
gene7901	Olr647-ps
gene7902	Olr648
gene7903	Olr649
gene7904	Olr650
gene7905	LOC102557488
gene7906	Olr651
gene7907	Olr652
gene7908	Olr653
gene7909	Olr654
gene7910	Olr655
gene7911	LOC686900
gene7912	Olr657
gene7913	Olr658
gene7914	Olr659
gene7915	Olr660
gene7916	LOC102555241
gene7917	Olr661
gene7918	Olr662
gene7919	Olr663
gene7920	Olr664
gene7921	Bex4-ps1
gene7922	Olr665
gene7923	Olr666
gene7924	Olr667-ps
gene7925	Olr668
gene7926	Olr669
gene7927	Olr670
gene7928	LOC689219
gene7929	Olr671
gene7930	Olr672
gene7931	Olr673
gene7932	Olr674
gene7933	Olr675
gene7934	Olr676-ps
gene7935	Olr677
gene7936	Olr678
gene7937	Olr679
gene7938	Olr680-ps
gene7939	Olr681
gene7940	Olr682-ps
gene7941	Olr683-ps
gene7942	Olr684
gene7943	Olr685-ps
gene7944	Olr686
gene7945	Olr687
gene7946	Olr689
gene7947	Olr690
gene7948	Olr691
gene7949	Olr693
gene7950	Olr694
gene7951	LOC103690375
gene7952	Olr696
gene7953	Olr697
gene7954	Olr698
gene7955	Olr699-ps
gene7956	Olr700-ps
gene7957	Olr701
gene7958	Olr702
gene7959	Olr703
gene7960	LOC687104
gene7961	LOC687110
gene7962	Olr704
gene7963	Olr705
gene7964	Olr706-ps
gene7965	Olr707
gene7966	Olr708-ps
gene7967	Olr709
gene7968	Olr710
gene7969	Olr711
gene7970	Olr712
gene7971	LOC100366271
gene7972	Olr713
gene7973	Olr714
gene7974	Olr715
gene7975	Olr716
gene7976	Olr717
gene7977	Olr718
gene7978	Olr719-ps
gene7979	Olr720
gene7980	Olr721
gene7981	Olr722
gene7982	Olr724
gene7983	Olr725
gene7984	Olr726
gene7985	Olr727
gene7986	Olr728
gene7987	Olr729
gene7988	Olr730-ps
gene7989	Olr731
gene7990	Olr732-ps
gene7991	Olr733
gene7992	Olr734
gene7993	Olr735
gene7994	Olr736
gene7995	Olr737
gene7996	LOC100911542
gene7997	Olr738-ps
gene7998	Olr739-ps
gene7999	Olr740-ps
gene8000	Olr741
gene8001	Olr742
gene8002	Olr743-ps
gene8003	Olr744
gene8004	Olr745
gene8005	Ptprj
gene8006	LOC102555454
gene8007	LOC102555600
gene8008	LOC103691844
gene8009	Nup160
gene8010	Fnbp4
gene8011	Agbl2
gene8012	LOC100361387
gene8013	Mtch2
gene8014	C1qtnf4
gene8015	Ndufs3
gene8016	Kbtbd4
gene8017	Ptpmt1
gene8018	LOC690017
gene8019	Celf1
gene8020	Rapsn
gene8021	Psmc3
gene8022	Slc39a13
gene8023	LOC103691845
gene8024	LOC102555995
gene8025	Spi1
gene8026	Mybpc3
gene8027	Madd
gene8028	Nr1h3
gene8029	Acp2
gene8030	Ddb2
gene8031	Pacsin3
gene8032	Arfgap2
gene8033	RGD1309540
gene8034	LOC102546445
gene8035	Lrp4
gene8036	Ckap5
gene8037	F2
gene8038	LOC103691846
gene8039	LOC100362202
gene8040	Arhgap1
gene8041	Atg13
gene8042	Harbi1
gene8043	Ambra1
gene8044	Chrm4
gene8045	Mdk
gene8046	Dgkz
gene8047	LOC102557176
gene8048	Creb3l1
gene8049	LOC103691847
gene8050	LOC103691848
gene8051	Phf21a
gene8052	Gyltl1b
gene8053	Pex16
gene8054	RGD1563263
gene8055	Mapk8ip1
gene8056	Cry2
gene8057	LOC102546693
gene8058	Slc35c1
gene8059	LOC102549894
gene8060	Chst1
gene8061	LOC102546895
gene8062	Syt13
gene8063	Prdm11
gene8064	LOC102547078
gene8065	LOC502653
gene8066	Tp53i11
gene8067	Tspan18
gene8068	Cd82
gene8069	Alx4
gene8070	Ext2
gene8071	LOC102549324
gene8072	Accs
gene8073	Accsl
gene8074	LOC100910012
gene8075	RGD1564664
gene8076	Alkbh3
gene8077	Hsd17b12
gene8078	LOC100362432
gene8079	Mir129-2
gene8080	LOC103695174
gene8081	LOC103695175
gene8082	Ttc17
gene8083	Api5
gene8084	LOC102549766
gene8085	LOC102550423
gene8086	RGD1565066
gene8087	Lrrc4c
gene8088	LOC366130
gene8089	LOC100362626
gene8090	LOC100361842
gene8091	LOC102547489
gene8092	LOC499841
gene8093	LOC366131
gene8094	LOC690712
gene8095	LOC690724
gene8096	RGD1561224
gene8097	RGD1560961
gene8098	LOC690761
gene8099	LOC499843
gene8100	LOC103691849
gene8101	LOC102548073
gene8102	RGD1309730
gene8103	Rag2
gene8104	Rag1
gene8105	LOC103691850
gene8106	Traf6
gene8107	Prr5l
gene8108	Commd9
gene8109	Ldlrad3
gene8110	Trim44
gene8111	LOC102548640
gene8112	Fjx1
gene8113	Pamr1
gene8114	LOC103691851
gene8115	Slc1a2
gene8116	Cd44
gene8117	LOC366141
gene8118	Pdhx
gene8119	Apip
gene8120	LOC102548825
gene8121	Ehf
gene8122	Elf5
gene8123	LOC102548892
gene8124	Cat
gene8125	Abtb2
gene8126	Nat10
gene8127	Caprin1
gene8128	LOC102549184
gene8129	LOC687629
gene8130	LOC102556518
gene8131	LOC687632
gene8132	LOC102551977
gene8133	Lmo2
gene8134	LOC102552075
gene8135	Fbxo3
gene8136	Cd59
gene8137	RGD1563222
gene8138	LOC100362814
gene8139	Hipk3
gene8140	Cstf3
gene8141	Tcp11l1
gene8142	Depdc7
gene8143	Qser1
gene8144	Prrg4
gene8145	RGD1560017
gene8146	Ccdc73
gene8147	Eif3m
gene8148	LOC100912353
gene8149	LOC102552985
gene8150	LOC103691852
gene8151	Wt1
gene8152	LOC102553064
gene8153	LOC366145
gene8154	LOC691083
gene8155	Rcn1
gene8156	LOC102553122
gene8157	Pax6
gene8158	RGD1566052
gene8159	Immp1l
gene8160	Dnajc24
gene8161	LOC100909811
gene8162	Dcdc5
gene8163	LOC103691853
gene8164	Mpped2
gene8165	LOC691202
gene8166	LOC103691854
gene8167	Arl14ep
gene8168	Fshb
gene8169	Kcna4
gene8170	LOC103691855
gene8171	LOC100362742
gene8172	Olr746-ps
gene8173	LOC103691856
gene8174	LOC100910590
gene8175	LOC691260
gene8176	LOC691265
gene8177	RGD1304978
gene8178	LOC102549083
gene8179	Kif18a
gene8180	LOC366150
gene8181	LOC102550195
gene8182	Bdnf
gene8183	Lin7c
gene8184	Lgr4
gene8185	Ccdc34
gene8186	LOC691309
gene8187	Bbox1
gene8188	LOC102550482
gene8189	Fibin
gene8190	Slc5a12
gene8191	Ano3
gene8192	Muc15
gene8193	LOC100912322
gene8194	LOC103691857
gene8195	LOC102555149
gene8196	LOC103690330
gene8197	RGD1309783
gene8198	RGD1309783
gene8199	Olr747
gene8200	Olr748
gene8201	Olr749
gene8202	Olr750
gene8203	LOC691368
gene8204	Olr752
gene8205	Olr753
gene8206	Olr754
gene8207	Olr755-ps
gene8208	RGD1562507
gene8209	Olr756
gene8210	Olr757
gene8211	Olr758
gene8212	RGD1561276
gene8213	Olr760
gene8214	RGD1566059
gene8215	Olr762-ps
gene8216	Olr763
gene8217	Olr764-ps
gene8218	Olr765
gene8219	Olr766
gene8220	Olr767
gene8221	Olr768
gene8222	Olr769
gene8223	Olr770
gene8224	Olr771
gene8225	Olr772
gene8226	Olr773
gene8227	LOC296027
gene8228	Olr774
gene8229	Olr775
gene8230	Olr776
gene8231	Olr777
gene8232	LOC100363400
gene8233	Olr778
gene8234	Olr779
gene8235	Olr780
gene8236	Olr781
gene8237	Olr782
gene8238	LOC100363452
gene8239	Olr783
gene8240	Olr784
gene8241	Olr785
gene8242	Olr786
gene8243	Olr787-ps
gene8244	Olr788
gene8245	Olr789
gene8246	Olr790
gene8247	Olr791
gene8248	Olr792
gene8249	Olr794-ps
gene8250	Olr795
gene8251	Olr796
gene8252	LOC100359435
gene8253	LOC100359525
gene8254	Lpcat4
gene8255	Nutm1
gene8256	Nop10
gene8257	Slc12a6
gene8258	Emc4
gene8259	Katnbl1
gene8260	LOC102551197
gene8261	RGD1305045
gene8262	Chrm5
gene8263	Aven
gene8264	LOC102551301
gene8265	Ryr3
gene8266	LOC103695176
gene8267	LOC100359546
gene8268	Tmco5b
gene8269	LOC102553315
gene8270	LOC102552076
gene8271	Fmn1
gene8272	LOC102551877
gene8273	LOC102551792
gene8274	LOC364803
gene8275	Grem1
gene8276	Scg5
gene8277	Arhgap11a
gene8278	LOC103691860
gene8279	Gjd2
gene8280	LOC103690395
gene8281	LOC102552135
gene8282	Actc1
gene8283	LOC100910676
gene8284	Aqr
gene8285	Zfp770
gene8286	Dph6
gene8287	LOC102552721
gene8288	LOC103691862
gene8289	LOC102552950
gene8290	LOC102553090
gene8291	RGD1563680
gene8292	LOC103691863
gene8293	Meis2
gene8294	LOC103691866
gene8295	LOC103691865
gene8296	LOC102557494
gene8297	LOC102555456
gene8298	Tmco5a
gene8299	LOC102555788
gene8300	Spred1
gene8301	LOC102555996
gene8302	Mir674
gene8303	Fam98b
gene8304	Rasgrp1
gene8305	LOC103691867
gene8306	LOC102552921
gene8307	LOC102547459
